UserID,Date,Transaction Description,Category,Amount,Type
U017,2025-06-29,Cafeteria,Food & Drink,39.26,Expense
U017,2025-06-29,Internet,Utilities,224.97,Expense
U018,2025-01-04,Salário Mensal,Salary,11943.0,Income
U018,2025-01-22,Farmácia,Shopping,97.85,Expense
U018,2025-01-06,Amazon,Shopping,348.49,Expense
U018,2025-01-07,Cafeteria,Food & Drink,88.57,Expense
U018,2025-01-12,CDB,Investment,183.87,Expense
U018,2025-01-19,Combustível,Travel,9.44,Expense
U018,2025-01-21,Netflix,Entertainment,50.16,Expense
U018,2025-01-24,Restaurante,Food & Drink,177.41,Expense
U018,2025-01-09,Show,Entertainment,57.79,Expense
U018,2025-01-25,Show,Entertainment,176.16,Expense
U018,2025-01-05,Internet,Utilities,170.07,Expense
U018,2025-01-07,Metrô,Travel,34.44,Expense
U018,2025-01-06,Farmácia,Shopping,637.77,Expense
U018,2025-01-12,Uber,Travel,130.34,Expense
U018,2025-01-08,Metrô,Travel,111.3,Expense
U018,2025-01-11,Cafeteria,Food & Drink,162.5,Expense
U018,2025-01-05,Uber,Travel,50.77,Expense
U018,2025-01-16,Combustível,Travel,88.34,Expense
U018,2025-01-24,Conta de Luz,Utilities,108.04,Expense
U018,2025-01-14,Metrô,Travel,115.69,Expense
U018,2025-01-14,Netflix,Entertainment,252.81,Expense
U018,2025-01-29,Show,Entertainment,77.74,Expense
U018,2025-01-17,Cafeteria,Food & Drink,133.28,Expense
U018,2025-01-24,Amazon,Shopping,763.25,Expense
U018,2025-01-20,Cinema,Entertainment,209.33,Expense
U018,2025-01-19,Cafeteria,Food & Drink,18.62,Expense
U018,2025-01-12,Restaurante,Food & Drink,99.06,Expense
U018,2025-01-21,Farmácia,Shopping,328.96,Expense
U018,2025-01-23,Amazon,Shopping,759.49,Expense
U018,2025-01-10,Restaurante,Food & Drink,109.29,Expense
U018,2025-01-16,Show,Entertainment,260.31,Expense
U018,2025-01-07,Farmácia,Shopping,335.61,Expense
U018,2025-01-29,Restaurante,Food & Drink,52.83,Expense
U018,2025-01-15,Amazon,Shopping,272.66,Expense
U018,2025-01-09,Show,Entertainment,25.15,Expense
U018,2025-01-13,Supermercado,Food & Drink,47.37,Expense
U018,2025-01-24,Cafeteria,Food & Drink,86.03,Expense
U018,2025-01-11,Amazon,Shopping,631.5,Expense
U018,2025-01-07,Cafeteria,Food & Drink,165.7,Expense
U018,2025-01-16,Cafeteria,Food & Drink,61.78,Expense
U018,2025-01-29,Combustível,Travel,24.57,Expense
U018,2025-01-31,Conta de Luz,Utilities,188.63,Expense
U018,2025-01-29,Amazon,Shopping,134.35,Expense
U018,2025-01-30,Restaurante,Food & Drink,66.3,Expense
U018,2025-01-28,Cinema,Entertainment,140.93,Expense
U018,2025-01-31,Salário Mensal,Salary,11943.0,Income
U018,2025-02-27,Farmácia,Shopping,794.37,Expense
U018,2025-02-15,Farmácia,Shopping,561.09,Expense
U018,2025-02-25,Supermercado,Food & Drink,40.42,Expense
U018,2025-02-14,Supermercado,Food & Drink,22.46,Expense
U018,2025-02-27,Aluguel Apartamento,Rent,933.43,Expense
U018,2025-02-07,Netflix,Entertainment,181.28,Expense
U018,2025-02-09,Restaurante,Food & Drink,15.3,Expense
U018,2025-02-09,Uber,Travel,47.1,Expense
U018,2025-02-21,Supermercado,Food & Drink,97.37,Expense
U018,2025-02-22,Cafeteria,Food & Drink,60.89,Expense
U018,2025-02-01,Loja de Roupas,Shopping,106.74,Expense
U018,2025-01-31,Conta de Água,Utilities,190.58,Expense
U018,2025-02-06,Tesouro Direto,Investment,312.79,Expense
U018,2025-02-11,Restaurante,Food & Drink,156.81,Expense
U018,2025-02-21,Conta de Luz,Utilities,261.47,Expense
U018,2025-02-16,Loja de Roupas,Shopping,349.21,Expense
U018,2025-02-06,Show,Entertainment,155.03,Expense
U018,2025-02-06,Show,Entertainment,50.94,Expense
U018,2025-02-18,Restaurante,Food & Drink,107.72,Expense
U018,2025-02-22,Cafeteria,Food & Drink,97.56,Expense
U018,2025-02-05,Metrô,Travel,59.76,Expense
U018,2025-02-27,Farmácia,Shopping,250.95,Expense
U018,2025-02-08,Supermercado,Food & Drink,173.51,Expense
U018,2025-02-20,Internet,Utilities,193.57,Expense
U018,2025-02-18,Amazon,Shopping,143.04,Expense
U018,2025-02-14,Cinema,Entertainment,113.11,Expense
U018,2025-02-04,Farmácia,Shopping,65.02,Expense
U018,2025-02-02,Supermercado,Food & Drink,73.79,Expense
U018,2025-02-05,Cinema,Entertainment,146.99,Expense
U018,2025-02-07,Netflix,Entertainment,209.69,Expense
U018,2025-01-31,Metrô,Travel,82.2,Expense
U018,2025-01-31,Supermercado,Food & Drink,97.51,Expense
U018,2025-02-06,Amazon,Shopping,333.49,Expense
U018,2025-02-13,Cafeteria,Food & Drink,169.39,Expense
U018,2025-02-03,Conta de Luz,Utilities,80.21,Expense
U018,2025-02-17,Show,Entertainment,162.38,Expense
U018,2025-03-05,Salário Mensal,Salary,11943.0,Income
U018,2025-03-15,Show,Entertainment,286.33,Expense
U018,2025-03-15,Internet,Utilities,304.67,Expense
U018,2025-03-10,Uber,Travel,26.3,Expense
U018,2025-03-21,Amazon,Shopping,418.53,Expense
U018,2025-03-06,Aluguel Apartamento,Rent,2970.81,Expense
U018,2025-03-16,Loja de Roupas,Shopping,203.24,Expense
U018,2025-03-19,Aluguel Apartamento,Rent,1283.53,Expense
U018,2025-03-16,Tesouro Direto,Investment,188.57,Expense
U018,2025-03-10,Aluguel Apartamento,Rent,2590.72,Expense
U018,2025-03-19,Farmácia,Shopping,436.76,Expense
U018,2025-03-29,Cafeteria,Food & Drink,14.0,Expense
U018,2025-03-17,Cafeteria,Food & Drink,173.48,Expense
U018,2025-03-16,Consulta Médica,Health & Fitness,388.14,Expense
U018,2025-03-19,Cafeteria,Food & Drink,121.76,Expense
U018,2025-03-09,Restaurante,Food & Drink,166.54,Expense
U018,2025-03-24,Show,Entertainment,46.09,Expense
U018,2025-03-10,Amazon,Shopping,771.51,Expense
U018,2025-03-22,Supermercado,Food & Drink,147.24,Expense
U018,2025-03-07,Amazon,Shopping,659.89,Expense
U018,2025-03-23,Netflix,Entertainment,233.68,Expense
U018,2025-03-09,Supermercado,Food & Drink,81.89,Expense
U018,2025-03-16,Combustível,Travel,140.45,Expense
U018,2025-03-06,Consulta Médica,Health & Fitness,462.7,Expense
U018,2025-03-30,Farmácia,Shopping,517.28,Expense
U018,2025-03-13,Conta de Água,Utilities,174.51,Expense
U018,2025-03-28,Supermercado,Food & Drink,47.51,Expense
U018,2025-03-23,Combustível,Travel,21.12,Expense
U018,2025-03-23,Combustível,Travel,71.96,Expense
U018,2025-03-07,Combustível,Travel,84.4,Expense
U018,2025-03-28,Farmácia,Shopping,441.72,Expense
U018,2025-03-18,Conta de Água,Utilities,92.79,Expense
U018,2025-04-01,Restaurante,Food & Drink,56.36,Expense
U018,2025-03-30,Cafeteria,Food & Drink,112.99,Expense
U018,2025-03-27,Uber,Travel,133.51,Expense
U018,2025-03-23,Metrô,Travel,39.71,Expense
U018,2025-03-23,Cafeteria,Food & Drink,92.83,Expense
U018,2025-03-07,Farmácia,Shopping,632.03,Expense
U018,2025-03-30,Conta de Luz,Utilities,346.79,Expense
U018,2025-03-31,Metrô,Travel,64.33,Expense
U018,2025-03-11,Tesouro Direto,Investment,1393.91,Expense
U018,2025-04-02,Salário Mensal,Salary,11943.0,Income
U018,2025-04-17,Cafeteria,Food & Drink,53.26,Expense
U018,2025-04-16,Restaurante,Food & Drink,66.82,Expense
U018,2025-04-28,Tesouro Direto,Investment,1423.61,Expense
U018,2025-04-07,Metrô,Travel,107.35,Expense
U018,2025-04-24,Cafeteria,Food & Drink,69.24,Expense
U018,2025-04-15,Loja de Roupas,Shopping,418.71,Expense
U018,2025-04-23,Farmácia,Shopping,547.72,Expense
U018,2025-04-03,Metrô,Travel,9.0,Expense
U018,2025-04-26,Academia,Health & Fitness,212.36,Expense
U018,2025-04-19,Restaurante,Food & Drink,54.12,Expense
U018,2025-04-06,Metrô,Travel,75.08,Expense
U018,2025-04-04,Uber,Travel,122.8,Expense
U018,2025-04-08,Supermercado,Food & Drink,104.64,Expense
U018,2025-04-10,Supermercado,Food & Drink,111.8,Expense
U018,2025-04-14,Aluguel Apartamento,Rent,2313.45,Expense
U018,2025-04-20,Conta de Água,Utilities,109.02,Expense
U018,2025-04-08,Uber,Travel,22.33,Expense
U018,2025-04-07,Combustível,Travel,20.53,Expense
U018,2025-04-02,Academia,Health & Fitness,543.51,Expense
U018,2025-04-02,Combustível,Travel,37.26,Expense
U018,2025-04-28,Combustível,Travel,29.09,Expense
U018,2025-04-12,Conta de Água,Utilities,191.84,Expense
U018,2025-04-10,Cafeteria,Food & Drink,47.47,Expense
U018,2025-04-06,Aluguel Apartamento,Rent,1734.3,Expense
U018,2025-04-29,Aluguel Apartamento,Rent,1009.74,Expense
U018,2025-04-05,Netflix,Entertainment,146.29,Expense
U018,2025-04-05,Conta de Água,Utilities,180.06,Expense
U018,2025-04-19,Consulta Médica,Health & Fitness,135.12,Expense
U018,2025-05-02,Salário Mensal,Salary,11943.0,Income
U018,2025-05-11,CDB,Investment,1468.84,Expense
U018,2025-05-21,Tesouro Direto,Investment,590.73,Expense
U018,2025-05-28,Supermercado,Food & Drink,158.72,Expense
U018,2025-05-23,Uber,Travel,110.61,Expense
U018,2025-05-03,Loja de Roupas,Shopping,203.47,Expense
U018,2025-05-25,Metrô,Travel,138.37,Expense
U018,2025-05-21,CDB,Investment,1339.62,Expense
U018,2025-05-07,Restaurante,Food & Drink,62.81,Expense
U018,2025-05-12,Tesouro Direto,Investment,954.56,Expense
U018,2025-05-22,Metrô,Travel,106.57,Expense
U018,2025-05-20,Supermercado,Food & Drink,61.95,Expense
U018,2025-05-17,Combustível,Travel,55.26,Expense
U018,2025-05-07,Uber,Travel,122.2,Expense
U018,2025-05-12,Restaurante,Food & Drink,79.02,Expense
U018,2025-05-18,Amazon,Shopping,613.18,Expense
U018,2025-05-15,Conta de Água,Utilities,254.11,Expense
U018,2025-05-04,Combustível,Travel,93.43,Expense
U018,2025-05-26,Academia,Health & Fitness,333.37,Expense
U018,2025-05-15,Cafeteria,Food & Drink,152.77,Expense
U018,2025-05-11,Uber,Travel,100.44,Expense
U018,2025-05-02,Conta de Luz,Utilities,231.01,Expense
U018,2025-05-20,Restaurante,Food & Drink,136.87,Expense
U018,2025-05-09,Amazon,Shopping,482.47,Expense
U018,2025-05-20,Loja de Roupas,Shopping,772.16,Expense
U018,2025-05-11,Internet,Utilities,303.91,Expense
U018,2025-05-28,Cafeteria,Food & Drink,60.45,Expense
U018,2025-05-04,Restaurante,Food & Drink,179.15,Expense
U018,2025-05-07,Internet,Utilities,212.09,Expense
U018,2025-05-26,Consulta Médica,Health & Fitness,71.41,Expense
U018,2025-05-07,Loja de Roupas,Shopping,785.06,Expense
U018,2025-05-18,Farmácia,Shopping,632.35,Expense
U018,2025-05-22,ETF,Investment,876.56,Expense
U018,2025-05-19,Restaurante,Food & Drink,28.59,Expense
U018,2025-05-19,Conta de Luz,Utilities,301.52,Expense
U018,2025-05-11,Conta de Luz,Utilities,86.4,Expense
U018,2025-05-15,Supermercado,Food & Drink,121.16,Expense
U018,2025-05-24,Farmácia,Shopping,466.89,Expense
U018,2025-05-28,Loja de Roupas,Shopping,172.7,Expense
U018,2025-05-09,Loja de Roupas,Shopping,44.38,Expense
U018,2025-05-11,Farmácia,Shopping,59.84,Expense
U018,2025-05-31,Salário Mensal,Salary,11943.0,Income
U018,2025-06-24,Supermercado,Food & Drink,127.4,Expense
U018,2025-06-14,Combustível,Travel,19.53,Expense
U018,2025-06-21,Conta de Luz,Utilities,232.46,Expense
U018,2025-06-12,Consulta Médica,Health & Fitness,236.24,Expense
U018,2025-06-17,Cafeteria,Food & Drink,88.55,Expense
U018,2025-06-12,Restaurante,Food & Drink,128.97,Expense
U018,2025-06-12,Amazon,Shopping,118.19,Expense
U018,2025-05-31,Restaurante,Food & Drink,65.88,Expense
U018,2025-06-10,Conta de Água,Utilities,327.22,Expense
U018,2025-06-15,Supermercado,Food & Drink,160.26,Expense
U018,2025-06-07,Farmácia,Shopping,221.87,Expense
U018,2025-06-04,Aluguel Apartamento,Rent,893.43,Expense
U018,2025-06-01,Supermercado,Food & Drink,131.49,Expense
U018,2025-06-01,Loja de Roupas,Shopping,368.87,Expense
U018,2025-06-11,Amazon,Shopping,529.14,Expense
U018,2025-06-19,Internet,Utilities,140.14,Expense
U018,2025-06-22,Uber,Travel,51.0,Expense
U018,2025-06-12,Netflix,Entertainment,85.18,Expense
U018,2025-06-18,Internet,Utilities,348.03,Expense
U018,2025-06-10,Combustível,Travel,97.64,Expense
U018,2025-06-08,Loja de Roupas,Shopping,518.4,Expense
U018,2025-06-03,Amazon,Shopping,667.63,Expense
U018,2025-06-19,Cinema,Entertainment,157.53,Expense
U018,2025-06-24,Cafeteria,Food & Drink,159.86,Expense
U018,2025-06-12,Conta de Luz,Utilities,311.21,Expense
U018,2025-06-12,Restaurante,Food & Drink,109.8,Expense
U018,2025-06-07,CDB,Investment,1451.91,Expense
U018,2025-06-12,Metrô,Travel,143.34,Expense
U018,2025-06-20,Amazon,Shopping,435.98,Expense
U019,2025-01-01,Salário Mensal,Salary,9012.0,Income
U019,2025-01-10,Loja de Roupas,Shopping,602.42,Expense
U019,2025-01-19,Amazon,Shopping,277.93,Expense
U019,2025-01-02,Metrô,Travel,49.84,Expense
U019,2025-01-24,Supermercado,Food & Drink,114.01,Expense
U019,2025-01-20,Amazon,Shopping,783.09,Expense
U019,2025-01-07,Restaurante,Food & Drink,80.99,Expense
U019,2025-01-07,Internet,Utilities,343.85,Expense
U019,2025-01-17,Loja de Roupas,Shopping,604.23,Expense
U019,2025-01-13,Cafeteria,Food & Drink,163.69,Expense
U019,2025-01-12,Cafeteria,Food & Drink,153.4,Expense
U019,2025-01-14,Aluguel Apartamento,Rent,2497.62,Expense
U019,2025-01-08,Supermercado,Food & Drink,26.89,Expense
U019,2025-01-11,Supermercado,Food & Drink,124.47,Expense
U019,2025-01-24,Loja de Roupas,Shopping,574.33,Expense
U019,2025-01-20,Amazon,Shopping,178.88,Expense
U019,2025-01-22,Farmácia,Shopping,740.19,Expense
U019,2025-01-10,Farmácia,Shopping,521.15,Expense
U019,2025-01-02,Academia,Health & Fitness,453.84,Expense
U019,2025-01-12,Farmácia,Shopping,368.7,Expense
U019,2025-01-06,Restaurante,Food & Drink,30.42,Expense
U019,2025-01-07,Cafeteria,Food & Drink,137.83,Expense
U019,2025-01-25,Amazon,Shopping,419.32,Expense
U019,2025-01-16,Cafeteria,Food & Drink,128.78,Expense
U019,2025-01-26,Conta de Água,Utilities,163.31,Expense
U019,2025-01-03,Conta de Luz,Utilities,343.25,Expense
U019,2025-01-21,Show,Entertainment,252.76,Expense
U019,2025-01-27,Show,Entertainment,114.5,Expense
U019,2025-01-31,Salário Mensal,Salary,9012.0,Income
U019,2025-02-18,Combustível,Travel,66.41,Expense
U019,2025-02-11,Academia,Health & Fitness,560.9,Expense
U019,2025-02-04,Tesouro Direto,Investment,1109.64,Expense
U019,2025-01-31,Academia,Health & Fitness,360.85,Expense
U019,2025-02-11,Supermercado,Food & Drink,115.79,Expense
U019,2025-02-19,Loja de Roupas,Shopping,328.91,Expense
U019,2025-02-25,Aluguel Apartamento,Rent,2494.56,Expense
U019,2025-01-31,Supermercado,Food & Drink,128.18,Expense
U019,2025-02-24,Amazon,Shopping,161.12,Expense
U019,2025-02-11,Aluguel Apartamento,Rent,1759.47,Expense
U019,2025-02-13,Metrô,Travel,147.48,Expense
U019,2025-02-17,Restaurante,Food & Drink,147.59,Expense
U019,2025-02-06,Conta de Água,Utilities,298.29,Expense
U019,2025-02-01,Combustível,Travel,34.73,Expense
U019,2025-02-13,Conta de Luz,Utilities,193.38,Expense
U019,2025-02-24,Cafeteria,Food & Drink,70.04,Expense
U019,2025-02-19,Restaurante,Food & Drink,70.22,Expense
U019,2025-02-08,Supermercado,Food & Drink,125.53,Expense
U019,2025-02-23,Cafeteria,Food & Drink,98.22,Expense
U019,2025-02-03,Loja de Roupas,Shopping,677.88,Expense
U019,2025-02-21,Academia,Health & Fitness,355.26,Expense
U019,2025-02-22,Combustível,Travel,53.88,Expense
U019,2025-02-08,Cafeteria,Food & Drink,19.56,Expense
U019,2025-02-07,Cafeteria,Food & Drink,157.61,Expense
U019,2025-02-05,Consulta Médica,Health & Fitness,310.73,Expense
U019,2025-02-20,Metrô,Travel,26.97,Expense
U019,2025-02-09,Farmácia,Shopping,435.35,Expense
U019,2025-02-16,Amazon,Shopping,585.14,Expense
U019,2025-02-07,Aluguel Apartamento,Rent,2026.98,Expense
U019,2025-02-26,Farmácia,Shopping,345.11,Expense
U019,2025-02-16,Conta de Luz,Utilities,127.4,Expense
U019,2025-03-05,Salário Mensal,Salary,9012.0,Income
U019,2025-03-25,Supermercado,Food & Drink,136.2,Expense
U019,2025-03-12,Amazon,Shopping,146.45,Expense
U019,2025-03-28,Conta de Água,Utilities,159.63,Expense
U019,2025-03-08,Supermercado,Food & Drink,104.18,Expense
U019,2025-03-23,Uber,Travel,22.49,Expense
U019,2025-04-01,Academia,Health & Fitness,479.18,Expense
U019,2025-03-05,Restaurante,Food & Drink,49.33,Expense
U019,2025-03-12,Uber,Travel,15.49,Expense
U019,2025-03-22,Show,Entertainment,157.62,Expense
U019,2025-03-08,Supermercado,Food & Drink,62.92,Expense
U019,2025-03-23,Restaurante,Food & Drink,97.74,Expense
U019,2025-03-20,Amazon,Shopping,729.52,Expense
U019,2025-03-30,Amazon,Shopping,387.61,Expense
U019,2025-03-21,Farmácia,Shopping,181.02,Expense
U019,2025-03-31,Amazon,Shopping,121.83,Expense
U019,2025-03-31,Consulta Médica,Health & Fitness,554.15,Expense
U019,2025-03-24,Restaurante,Food & Drink,35.34,Expense
U019,2025-03-29,Show,Entertainment,224.73,Expense
U019,2025-03-21,Restaurante,Food & Drink,48.13,Expense
U019,2025-03-07,Metrô,Travel,93.04,Expense
U019,2025-03-26,Farmácia,Shopping,645.07,Expense
U019,2025-03-23,Uber,Travel,113.1,Expense
U019,2025-03-11,Farmácia,Shopping,731.48,Expense
U019,2025-03-22,Aluguel Apartamento,Rent,1470.49,Expense
U019,2025-03-17,Consulta Médica,Health & Fitness,86.49,Expense
U019,2025-03-06,Farmácia,Shopping,112.08,Expense
U019,2025-03-15,Internet,Utilities,275.43,Expense
U019,2025-03-25,Conta de Luz,Utilities,82.62,Expense
U019,2025-03-19,Amazon,Shopping,141.75,Expense
U019,2025-03-24,Cafeteria,Food & Drink,128.5,Expense
U019,2025-03-20,Farmácia,Shopping,730.65,Expense
U019,2025-03-19,Combustível,Travel,127.78,Expense
U019,2025-03-22,Cafeteria,Food & Drink,62.99,Expense
U019,2025-03-19,Aluguel Apartamento,Rent,2060.69,Expense
U019,2025-03-12,Restaurante,Food & Drink,74.14,Expense
U019,2025-03-29,Amazon,Shopping,274.58,Expense
U019,2025-03-13,Metrô,Travel,137.63,Expense
U019,2025-03-19,Loja de Roupas,Shopping,515.0,Expense
U019,2025-03-26,Combustível,Travel,146.22,Expense
U019,2025-04-01,Loja de Roupas,Shopping,659.99,Expense
U019,2025-03-26,Uber,Travel,132.37,Expense
U019,2025-03-29,Cafeteria,Food & Drink,36.27,Expense
U019,2025-03-26,Aluguel Apartamento,Rent,1197.41,Expense
U019,2025-03-10,Supermercado,Food & Drink,107.9,Expense
U019,2025-04-04,Salário Mensal,Salary,9012.0,Income
U019,2025-04-26,CDB,Investment,412.15,Expense
U019,2025-04-25,Loja de Roupas,Shopping,210.25,Expense
U019,2025-04-08,Amazon,Shopping,647.33,Expense
U019,2025-04-04,Supermercado,Food & Drink,163.65,Expense
U019,2025-04-04,Academia,Health & Fitness,572.37,Expense
U019,2025-04-10,Farmácia,Shopping,785.71,Expense
U019,2025-04-28,Amazon,Shopping,317.06,Expense
U019,2025-04-20,Supermercado,Food & Drink,133.45,Expense
U019,2025-04-12,Aluguel Apartamento,Rent,1937.33,Expense
U019,2025-04-05,Supermercado,Food & Drink,23.64,Expense
U019,2025-04-15,Show,Entertainment,50.44,Expense
U019,2025-04-21,ETF,Investment,843.28,Expense
U019,2025-04-10,Supermercado,Food & Drink,72.34,Expense
U019,2025-04-23,Cafeteria,Food & Drink,120.16,Expense
U019,2025-04-13,Cafeteria,Food & Drink,39.69,Expense
U019,2025-04-29,Aluguel Apartamento,Rent,2493.87,Expense
U019,2025-04-15,Show,Entertainment,174.3,Expense
U019,2025-04-07,Supermercado,Food & Drink,90.72,Expense
U019,2025-04-07,Restaurante,Food & Drink,157.92,Expense
U019,2025-04-06,Loja de Roupas,Shopping,337.98,Expense
U019,2025-04-07,Netflix,Entertainment,288.81,Expense
U019,2025-04-30,CDB,Investment,646.3,Expense
U019,2025-04-25,Supermercado,Food & Drink,109.48,Expense
U019,2025-04-23,Uber,Travel,91.92,Expense
U019,2025-04-06,Show,Entertainment,102.56,Expense
U019,2025-05-02,Salário Mensal,Salary,9012.0,Income
U019,2025-05-19,Conta de Água,Utilities,314.21,Expense
U019,2025-05-09,ETF,Investment,855.77,Expense
U019,2025-05-16,Consulta Médica,Health & Fitness,209.47,Expense
U019,2025-05-08,Metrô,Travel,100.74,Expense
U019,2025-05-21,Supermercado,Food & Drink,113.57,Expense
U019,2025-05-10,Restaurante,Food & Drink,66.65,Expense
U019,2025-05-05,Netflix,Entertainment,68.21,Expense
U019,2025-05-17,Academia,Health & Fitness,427.37,Expense
U019,2025-05-06,Academia,Health & Fitness,50.74,Expense
U019,2025-05-13,Show,Entertainment,66.97,Expense
U019,2025-05-27,Conta de Luz,Utilities,252.94,Expense
U019,2025-05-21,Combustível,Travel,71.74,Expense
U019,2025-05-13,Combustível,Travel,145.24,Expense
U019,2025-05-18,Farmácia,Shopping,533.02,Expense
U019,2025-05-16,Combustível,Travel,58.62,Expense
U019,2025-05-19,Amazon,Shopping,747.47,Expense
U019,2025-05-22,Conta de Luz,Utilities,283.63,Expense
U019,2025-05-26,Internet,Utilities,292.5,Expense
U019,2025-05-15,Academia,Health & Fitness,492.8,Expense
U019,2025-05-28,Combustível,Travel,24.62,Expense
U019,2025-05-29,Loja de Roupas,Shopping,565.13,Expense
U019,2025-05-02,CDB,Investment,767.27,Expense
U019,2025-05-15,Amazon,Shopping,104.21,Expense
U019,2025-05-13,Cafeteria,Food & Drink,98.31,Expense
U019,2025-05-29,Restaurante,Food & Drink,103.54,Expense
U019,2025-05-27,Uber,Travel,62.39,Expense
U019,2025-06-01,Salário Mensal,Salary,9012.0,Income
U019,2025-06-01,Metrô,Travel,14.39,Expense
U019,2025-06-25,Cafeteria,Food & Drink,123.53,Expense
U019,2025-06-02,Supermercado,Food & Drink,142.74,Expense
U019,2025-06-25,Uber,Travel,11.64,Expense
U019,2025-06-14,Tesouro Direto,Investment,968.64,Expense
U019,2025-06-17,Academia,Health & Fitness,284.78,Expense
U019,2025-06-27,Amazon,Shopping,714.66,Expense
U019,2025-06-04,Supermercado,Food & Drink,58.98,Expense
U019,2025-06-18,Consulta Médica,Health & Fitness,533.73,Expense
U019,2025-06-19,Farmácia,Shopping,224.35,Expense
U019,2025-06-09,Conta de Água,Utilities,138.35,Expense
U019,2025-06-22,Combustível,Travel,75.56,Expense
U019,2025-06-24,Conta de Água,Utilities,165.0,Expense
U019,2025-06-03,Combustível,Travel,116.92,Expense
U019,2025-06-27,Combustível,Travel,95.97,Expense
U019,2025-06-06,Show,Entertainment,231.52,Expense
U019,2025-06-27,Supermercado,Food & Drink,58.49,Expense
U019,2025-06-07,Farmácia,Shopping,186.09,Expense
U019,2025-06-19,Loja de Roupas,Shopping,145.37,Expense
U019,2025-06-10,Cafeteria,Food & Drink,171.07,Expense
U019,2025-06-06,Cafeteria,Food & Drink,19.17,Expense
U019,2025-06-15,Metrô,Travel,123.55,Expense
U019,2025-06-02,Cafeteria,Food & Drink,102.88,Expense
U019,2025-06-16,Cafeteria,Food & Drink,84.04,Expense
U019,2025-06-20,Metrô,Travel,18.79,Expense
U019,2025-06-20,Metrô,Travel,135.93,Expense
U019,2025-06-11,Cafeteria,Food & Drink,72.72,Expense
U019,2025-06-15,Restaurante,Food & Drink,42.7,Expense
U019,2025-06-11,Consulta Médica,Health & Fitness,545.98,Expense
U019,2025-06-03,Cinema,Entertainment,272.89,Expense
U019,2025-06-17,Cafeteria,Food & Drink,35.83,Expense
U019,2025-06-20,Amazon,Shopping,374.21,Expense
U019,2025-06-21,Supermercado,Food & Drink,86.22,Expense
U019,2025-06-22,Cafeteria,Food & Drink,78.14,Expense
U019,2025-06-19,Cafeteria,Food & Drink,155.45,Expense
U019,2025-06-19,Conta de Água,Utilities,247.87,Expense
U019,2025-06-18,Restaurante,Food & Drink,112.64,Expense
U019,2025-06-20,Aluguel Apartamento,Rent,2650.32,Expense
U019,2025-06-22,Conta de Luz,Utilities,147.66,Expense
U019,2025-06-09,Restaurante,Food & Drink,142.14,Expense
U019,2025-06-16,Cafeteria,Food & Drink,61.14,Expense
U019,2025-06-25,Cafeteria,Food & Drink,50.03,Expense
U019,2025-06-05,Academia,Health & Fitness,77.09,Expense
U019,2025-06-16,Aluguel Apartamento,Rent,1213.62,Expense
U019,2025-06-28,Loja de Roupas,Shopping,588.65,Expense
U020,2025-01-04,Salário Mensal,Salary,7992.0,Income
U020,2025-01-18,Conta de Água,Utilities,134.97,Expense
U020,2025-01-25,Loja de Roupas,Shopping,662.43,Expense
U020,2025-01-26,Aluguel Apartamento,Rent,1643.41,Expense
U020,2025-01-08,Loja de Roupas,Shopping,459.57,Expense
U020,2025-01-25,Show,Entertainment,292.03,Expense
U020,2025-01-31,Uber,Travel,94.54,Expense
U020,2025-01-17,Combustível,Travel,9.91,Expense
U020,2025-01-06,Supermercado,Food & Drink,175.67,Expense
U020,2025-01-14,Farmácia,Shopping,65.91,Expense
U020,2025-01-26,Combustível,Travel,125.76,Expense
U020,2025-01-06,CDB,Investment,1083.67,Expense
U020,2025-01-30,Supermercado,Food & Drink,13.94,Expense
U020,2025-01-04,Amazon,Shopping,353.29,Expense
U020,2025-01-24,Restaurante,Food & Drink,166.16,Expense
U020,2025-01-15,Conta de Luz,Utilities,147.56,Expense
U020,2025-01-09,Netflix,Entertainment,113.99,Expense
U020,2025-01-12,Restaurante,Food & Drink,72.82,Expense
U020,2025-01-17,Supermercado,Food & Drink,78.95,Expense
U020,2025-01-06,Loja de Roupas,Shopping,681.57,Expense
U020,2025-01-30,Consulta Médica,Health & Fitness,242.38,Expense
U020,2025-01-23,Supermercado,Food & Drink,34.05,Expense
U020,2025-01-23,Supermercado,Food & Drink,81.55,Expense
U020,2025-01-11,Restaurante,Food & Drink,136.49,Expense
U020,2025-01-18,Amazon,Shopping,230.47,Expense
U020,2025-01-11,Conta de Luz,Utilities,300.56,Expense
U020,2025-01-12,Farmácia,Shopping,584.01,Expense
U020,2025-01-20,Restaurante,Food & Drink,96.69,Expense
U020,2025-01-09,Combustível,Travel,112.11,Expense
U020,2025-01-08,Uber,Travel,108.71,Expense
U020,2025-01-18,Uber,Travel,115.6,Expense
U020,2025-01-26,Farmácia,Shopping,730.83,Expense
U020,2025-01-04,Restaurante,Food & Drink,167.46,Expense
U020,2025-01-31,Restaurante,Food & Drink,57.65,Expense
U020,2025-01-18,Combustível,Travel,144.16,Expense
U020,2025-01-21,Supermercado,Food & Drink,74.57,Expense
U020,2025-01-28,Internet,Utilities,130.92,Expense
U020,2025-01-07,Uber,Travel,18.81,Expense
U020,2025-01-19,Amazon,Shopping,606.79,Expense
U020,2025-01-31,Metrô,Travel,94.05,Expense
